Cruise,Station,Type,DateTime,Lat,Lon,Depth,Temperature,Transmission,PAR,Fluorescence,Density,Oxygen,Salinity,Turbidity,
CCC,SS,T,yyyy-mm-ddThh:mm:ss.sss,degN,degE,m,degC,%,uE/m2/s,volts,kg/m3,uM,PSU,NTU,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,4.5,10.6094,NaN,NaN,2.2163,1027.0704,NaN,35.2618,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,4,10.6093,NaN,NaN,2.2303,1027.0681,NaN,35.2618,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,3.5,10.6092,NaN,NaN,2.2055,1027.0659,NaN,35.2619,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,3,10.6091,NaN,NaN,2.17,1027.0637,NaN,35.262,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,2.5,10.6092,NaN,NaN,2.2311,1027.0613,NaN,35.2618,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,2,10.6091,NaN,NaN,2.2293,1027.0588,NaN,35.2615,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,47.5,10.894,NaN,NaN,1.9386,1027.2959,NaN,35.3662,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,47,10.8938,NaN,NaN,1.9435,1027.2938,NaN,35.3663,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,46.5,10.8937,NaN,NaN,1.9602,1027.2916,NaN,35.3665,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,46,10.8937,NaN,NaN,1.9311,1027.2893,NaN,35.3664,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,45.5,10.8938,NaN,NaN,1.9277,1027.2868,NaN,35.3661,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,45,10.8936,NaN,NaN,1.9458,1027.2845,NaN,35.3661,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,44.5,10.8934,NaN,NaN,1.9304,1027.2824,NaN,35.3662,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,44,10.8934,NaN,NaN,1.9341,1027.28,NaN,35.3661,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,43.5,10.8934,NaN,NaN,1.916,1027.2779,NaN,35.3663,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,43,10.8932,NaN,NaN,1.9538,1027.2756,NaN,35.3663,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,42.5,10.8933,NaN,NaN,1.9797,1027.2733,NaN,35.3662,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,42,10.8932,NaN,NaN,1.9442,1027.2709,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,41.5,10.8932,NaN,NaN,1.9391,1027.2687,NaN,35.3661,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,41,10.8929,NaN,NaN,1.9802,1027.2666,NaN,35.3662,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,40.5,10.8932,NaN,NaN,1.9304,1027.2641,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,40,10.8932,NaN,NaN,1.9237,1027.2617,NaN,35.3659,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,39.5,10.8931,NaN,NaN,1.9129,1027.2595,NaN,35.3659,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,39,10.8931,NaN,NaN,1.9368,1027.2573,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,38.5,10.8929,NaN,NaN,1.9354,1027.2553,NaN,35.3663,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,38,10.8927,NaN,NaN,1.9408,1027.253,NaN,35.3662,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,37.5,10.8925,NaN,NaN,1.9611,1027.2508,NaN,35.3663,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,37,10.8926,NaN,NaN,1.9373,1027.2484,NaN,35.3662,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,36.5,10.8925,NaN,NaN,1.9163,1027.2463,NaN,35.3663,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,36,10.8925,NaN,NaN,1.9839,1027.2439,NaN,35.3662,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,35.5,10.8927,NaN,NaN,1.9709,1027.2414,NaN,35.3659,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,35,10.8925,NaN,NaN,1.9495,1027.2392,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,34.5,10.8924,NaN,NaN,1.968,1027.2371,NaN,35.3661,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,34,10.8924,NaN,NaN,1.9392,1027.2347,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,33.5,10.8923,NaN,NaN,1.9614,1027.2325,NaN,35.3661,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,33,10.8924,NaN,NaN,1.9446,1027.2302,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,32.5,10.8922,NaN,NaN,1.9563,1027.2279,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,32,10.8923,NaN,NaN,1.9445,1027.2256,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,31.5,10.8924,NaN,NaN,1.9327,1027.2234,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,31,10.8919,NaN,NaN,1.94,1027.2214,NaN,35.3663,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,30.5,10.8921,NaN,NaN,1.9504,1027.2188,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,30,10.8923,NaN,NaN,1.9206,1027.2165,NaN,35.3659,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,29.5,10.8922,NaN,NaN,1.9726,1027.2144,NaN,35.3661,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,29,10.8923,NaN,NaN,1.9639,1027.2119,NaN,35.3659,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,28.5,10.8921,NaN,NaN,1.948,1027.2099,NaN,35.3662,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,28,10.892,NaN,NaN,1.9391,1027.2076,NaN,35.3661,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,27.5,10.8921,NaN,NaN,1.9477,1027.2051,NaN,35.3658,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,27,10.892,NaN,NaN,1.9471,1027.2029,NaN,35.3659,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,26.5,10.8919,NaN,NaN,1.9663,1027.2007,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,26,10.892,NaN,NaN,1.9556,1027.1983,NaN,35.3657,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,25.5,10.892,NaN,NaN,1.9658,1027.1959,NaN,35.3657,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,25,10.8919,NaN,NaN,1.9491,1027.1938,NaN,35.3659,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,24.5,10.8919,NaN,NaN,1.9348,1027.1916,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,24,10.892,NaN,NaN,1.9326,1027.1892,NaN,35.3658,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,23.5,10.8915,NaN,NaN,1.9617,1027.1872,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,23,10.8914,NaN,NaN,1.9451,1027.185,NaN,35.3661,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,22.5,10.8914,NaN,NaN,1.9228,1027.1827,NaN,35.3661,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,22,10.8915,NaN,NaN,1.9292,1027.1803,NaN,35.3659,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,21.5,10.8916,NaN,NaN,1.9617,1027.1781,NaN,35.366,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,21,10.8919,NaN,NaN,1.9597,1027.1757,NaN,35.3659,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,20.5,10.8925,NaN,NaN,1.947,1027.1732,NaN,35.3658,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,20,10.8921,NaN,NaN,1.9631,1027.1711,NaN,35.3659,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,19.5,10.8915,NaN,NaN,1.934,1027.1691,NaN,35.3662,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,19,10.8914,NaN,NaN,1.9356,1027.1667,NaN,35.3659,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,18.5,10.8919,NaN,NaN,1.9863,1027.1642,NaN,35.3657,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,18,10.8923,NaN,NaN,1.982,1027.1619,NaN,35.3659,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,17.5,10.8925,NaN,NaN,1.9862,1027.1595,NaN,35.3656,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,17,10.8925,NaN,NaN,1.9762,1027.1573,NaN,35.3658,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,16.5,10.8924,NaN,NaN,1.9731,1027.1549,NaN,35.3656,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,16,10.8925,NaN,NaN,1.9658,1027.1525,NaN,35.3655,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,15.5,10.8924,NaN,NaN,1.9577,1027.1503,NaN,35.3655,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,15,10.8925,NaN,NaN,1.9621,1027.148,NaN,35.3655,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,14.5,10.8924,NaN,NaN,1.9608,1027.1456,NaN,35.3653,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,14,10.8922,NaN,NaN,1.9703,1027.1434,NaN,35.3654,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,13.5,10.8918,NaN,NaN,1.979,1027.1414,NaN,35.3657,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,13,10.8923,NaN,NaN,1.978,1027.139,NaN,35.3656,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,12.5,10.8926,NaN,NaN,1.9723,1027.1366,NaN,35.3655,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,12,10.8928,NaN,NaN,1.9849,1027.1343,NaN,35.3655,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,11.5,10.8933,NaN,NaN,2.0162,1027.132,NaN,35.3656,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,11,10.8933,NaN,NaN,1.9897,1027.1298,NaN,35.3656,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,10.5,10.8934,NaN,NaN,1.9912,1027.1274,NaN,35.3655,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,10,10.894,NaN,NaN,2.0015,1027.1249,NaN,35.3653,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,9.5,10.8963,NaN,NaN,2.0328,1027.1224,NaN,35.3656,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,9,10.8968,NaN,NaN,2.0232,1027.12,NaN,35.3655,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,8.5,10.8969,NaN,NaN,2.0243,1027.1174,NaN,35.3652,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,8,10.8968,NaN,NaN,2.0082,1027.1154,NaN,35.3654,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,7.5,10.8968,NaN,NaN,2.0091,1027.1131,NaN,35.3655,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,7,10.8961,NaN,NaN,2.027,1027.1109,NaN,35.3654,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,6.5,10.8945,NaN,NaN,2.0149,1027.1089,NaN,35.3653,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,6,10.8947,NaN,NaN,2.0251,1027.1065,NaN,35.3652,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,5.5,10.8946,NaN,NaN,2.0455,1027.1044,NaN,35.3655,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,5,10.8942,NaN,NaN,2.0527,1027.1023,NaN,35.3656,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,4.5,10.8941,NaN,NaN,2.0326,1027.1,NaN,35.3654,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,4,10.8948,NaN,NaN,2.0384,1027.0973,NaN,35.3651,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,3.5,10.8951,NaN,NaN,2.0754,1027.0952,NaN,35.3654,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,3,10.8951,NaN,NaN,2.1044,1027.0929,NaN,35.3655,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,2.5,10.8951,NaN,NaN,2.1021,1027.0906,NaN,35.3653,NaN,
WCO,L4,c,2002-02-12T12:00:00.000,50.25174,-4.22056,2,10.8949,NaN,NaN,2.1924,1027.0884,NaN,35.3654,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,52,10.2143,NaN,NaN,2.43,1027.4156,NaN,35.3377,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,51.5,10.2142,NaN,NaN,2.2467,1027.4131,NaN,35.3375,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,51,10.214,NaN,NaN,2.2368,1027.4107,NaN,35.3372,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,50.5,10.2139,NaN,NaN,2.2212,1027.4083,NaN,35.3371,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,50,10.2127,NaN,NaN,2.2589,1027.4062,NaN,35.337,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,49.5,10.2124,NaN,NaN,2.268,1027.4037,NaN,35.3366,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,49,10.2122,NaN,NaN,2.2441,1027.4012,NaN,35.3364,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,48.5,10.2123,NaN,NaN,2.2675,1027.3994,NaN,35.3369,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,48,10.2134,NaN,NaN,2.2523,1027.397,NaN,35.337,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,47.5,10.2134,NaN,NaN,2.2384,1027.395,NaN,35.3373,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,47,10.2137,NaN,NaN,2.2459,1027.3928,NaN,35.3375,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,46.5,10.2143,NaN,NaN,2.2832,1027.3905,NaN,35.3376,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,46,10.2143,NaN,NaN,2.2885,1027.3885,NaN,35.338,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,45.5,10.2147,NaN,NaN,2.2139,1027.3861,NaN,35.3379,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,45,10.2146,NaN,NaN,2.2289,1027.3838,NaN,35.3379,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,44.5,10.2146,NaN,NaN,2.2186,1027.3815,NaN,35.3379,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,44,10.2145,NaN,NaN,2.2164,1027.3793,NaN,35.3379,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,43.5,10.2143,NaN,NaN,2.1893,1027.377,NaN,35.3379,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,43,10.2143,NaN,NaN,2.191,1027.3747,NaN,35.3378,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,42.5,10.2142,NaN,NaN,2.1888,1027.3723,NaN,35.3377,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,42,10.2141,NaN,NaN,2.1869,1027.37,NaN,35.3376,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,41.5,10.214,NaN,NaN,2.2262,1027.3678,NaN,35.3377,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,41,10.2142,NaN,NaN,2.2207,1027.3658,NaN,35.3381,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,40.5,10.2145,NaN,NaN,2.242,1027.3636,NaN,35.3382,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,40,10.2148,NaN,NaN,2.1865,1027.3612,NaN,35.3382,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,39.5,10.2146,NaN,NaN,2.1956,1027.3592,NaN,35.3385,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,39,10.2148,NaN,NaN,2.1941,1027.3568,NaN,35.3384,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,38.5,10.2148,NaN,NaN,2.1715,1027.3544,NaN,35.3383,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,38,10.2145,NaN,NaN,2.16,1027.3523,NaN,35.3384,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,37.5,10.2144,NaN,NaN,2.2008,1027.3501,NaN,35.3385,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,37,10.2144,NaN,NaN,2.1815,1027.3477,NaN,35.3382,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,36.5,10.2143,NaN,NaN,2.1823,1027.3456,NaN,35.3384,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,36,10.2141,NaN,NaN,2.2088,1027.3435,NaN,35.3386,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,35.5,10.2141,NaN,NaN,2.2061,1027.3411,NaN,35.3385,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,35,10.2137,NaN,NaN,2.1915,1027.339,NaN,35.3387,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,34.5,10.2139,NaN,NaN,2.1973,1027.3365,NaN,35.3384,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,34,10.2137,NaN,NaN,2.1919,1027.3344,NaN,35.3386,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,33.5,10.2137,NaN,NaN,2.1757,1027.3322,NaN,35.3386,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,33,10.2139,NaN,NaN,2.2399,1027.3297,NaN,35.3384,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,32.5,10.2136,NaN,NaN,2.2516,1027.3277,NaN,35.3388,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,32,10.2136,NaN,NaN,2.2492,1027.3254,NaN,35.3387,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,31.5,10.2134,NaN,NaN,2.2318,1027.3231,NaN,35.3387,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,31,10.2136,NaN,NaN,2.2016,1027.3206,NaN,35.3384,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,30.5,10.2133,NaN,NaN,2.1992,1027.3188,NaN,35.3389,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,30,10.2133,NaN,NaN,2.1961,1027.3162,NaN,35.3386,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,29.5,10.2134,NaN,NaN,2.2157,1027.3138,NaN,35.3383,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,29,10.2133,NaN,NaN,2.2096,1027.3116,NaN,35.3384,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,28.5,10.2133,NaN,NaN,2.2215,1027.3092,NaN,35.3384,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,28,10.2127,NaN,NaN,2.2471,1027.307,NaN,35.3383,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,27.5,10.2123,NaN,NaN,2.2274,1027.3046,NaN,35.338,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,27,10.2109,NaN,NaN,2.2076,1027.3023,NaN,35.3378,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,26.5,10.2101,NaN,NaN,2.2211,1027.3,NaN,35.3375,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,26,10.2094,NaN,NaN,2.199,1027.2977,NaN,35.3373,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,25.5,10.2092,NaN,NaN,2.2151,1027.2955,NaN,35.3373,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,25,10.2091,NaN,NaN,2.2188,1027.2931,NaN,35.3372,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,24.5,10.209,NaN,NaN,2.2461,1027.2911,NaN,35.3375,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,24,10.2087,NaN,NaN,2.1867,1027.2886,NaN,35.3371,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,23.5,10.2084,NaN,NaN,2.2066,1027.2863,NaN,35.337,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,23,10.2079,NaN,NaN,2.1961,1027.2841,NaN,35.337,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,22.5,10.207,NaN,NaN,2.2278,1027.2816,NaN,35.3365,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,22,10.2065,NaN,NaN,2.2297,1027.2793,NaN,35.3364,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,21.5,10.2061,NaN,NaN,2.2122,1027.2771,NaN,35.3364,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,21,10.2035,NaN,NaN,2.2161,1027.2746,NaN,35.3356,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,20.5,10.2018,NaN,NaN,2.2051,1027.2721,NaN,35.3349,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,20,10.1999,NaN,NaN,2.2322,1027.2694,NaN,35.3339,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,19.5,10.197,NaN,NaN,2.2216,1027.2669,NaN,35.3331,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,19,10.1954,NaN,NaN,2.2326,1027.2643,NaN,35.3323,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,18.5,10.1941,NaN,NaN,2.2512,1027.2619,NaN,35.3318,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,18,10.193,NaN,NaN,2.223,1027.2596,NaN,35.3316,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,17.5,10.1919,NaN,NaN,2.2162,1027.2572,NaN,35.3311,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,17,10.191,NaN,NaN,2.2183,1027.2549,NaN,35.3308,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,16.5,10.1893,NaN,NaN,2.2658,1027.2526,NaN,35.3305,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,16,10.1894,NaN,NaN,2.2478,1027.2502,NaN,35.3304,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,15.5,10.189,NaN,NaN,2.2497,1027.2479,NaN,35.3302,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,15,10.1884,NaN,NaN,2.238,1027.2458,NaN,35.3303,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,14.5,10.1879,NaN,NaN,2.2296,1027.2433,NaN,35.33,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,14,10.1863,NaN,NaN,2.2737,1027.2407,NaN,35.3292,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,13.5,10.1821,NaN,NaN,2.2745,1027.2383,NaN,35.328,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,13,10.1736,NaN,NaN,2.314,1027.2352,NaN,35.3251,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,12.5,10.1685,NaN,NaN,2.3001,1027.2324,NaN,35.3233,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,12,10.1649,NaN,NaN,2.3381,1027.23,NaN,35.3224,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,11.5,10.1574,NaN,NaN,2.3064,1027.2264,NaN,35.319,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,11,10.1542,NaN,NaN,2.3242,1027.2245,NaN,35.3187,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,10.5,10.1534,NaN,NaN,2.3332,1027.2222,NaN,35.3185,NaN,
WCO,L4,c,2002-03-04T12:00:00.000,50.25174,-4.22056,10,10.1532,NaN,NaN,2.352,1027.2198,NaN,35.3184,NaN,
