Cruise,Station,Type,DateTime,Lat,Lon,Depth,Temperature,Transmission,PAR,Fluorescence,Density,Oxygen,Salinity,Turbidity,
CCC,SS,T,yyyy-mm-ddThh:mm:ss.sss,degN,degE,m,degC,%,uE/m2/s,volts,kg/m3,uM,PSU,NTU,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,48,10.6825,NaN,NaN,2.0286,1027.2241,NaN,35.2221,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,47.5,10.6827,NaN,NaN,2.0396,1027.2219,NaN,35.2222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,47,10.6826,NaN,NaN,1.9936,1027.2198,NaN,35.2224,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,46.5,10.6828,NaN,NaN,2.0387,1027.2175,NaN,35.2224,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,46,10.6826,NaN,NaN,2.0234,1027.2152,NaN,35.2224,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,45.5,10.6824,NaN,NaN,2.0523,1027.2131,NaN,35.2224,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,45,10.6826,NaN,NaN,2.0398,1027.2106,NaN,35.2222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,44.5,10.6823,NaN,NaN,2.0167,1027.2085,NaN,35.2224,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,44,10.6822,NaN,NaN,2.0339,1027.2062,NaN,35.2224,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,43.5,10.6821,NaN,NaN,2.02,1027.2039,NaN,35.2223,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,43,10.6819,NaN,NaN,2.0575,1027.2016,NaN,35.2223,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,42.5,10.6816,NaN,NaN,2.0461,1027.1994,NaN,35.2222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,42,10.6819,NaN,NaN,2.0562,1027.1968,NaN,35.222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,41.5,10.6818,NaN,NaN,2.0626,1027.1946,NaN,35.2219,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,41,10.6816,NaN,NaN,2.0127,1027.1927,NaN,35.2224,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,40.5,10.6816,NaN,NaN,2.0083,1027.1902,NaN,35.2221,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,40,10.6815,NaN,NaN,2.0304,1027.1877,NaN,35.2219,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,39.5,10.6814,NaN,NaN,2.0484,1027.1854,NaN,35.2218,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,39,10.6813,NaN,NaN,2.059,1027.1833,NaN,35.2219,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,38.5,10.6812,NaN,NaN,2.0346,1027.1811,NaN,35.2221,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,38,10.6812,NaN,NaN,1.9941,1027.1789,NaN,35.2221,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,37.5,10.6815,NaN,NaN,2.0764,1027.1769,NaN,35.2225,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,37,10.6816,NaN,NaN,2.0004,1027.1746,NaN,35.2225,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,36.5,10.6817,NaN,NaN,2,1027.1721,NaN,35.2222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,36,10.6816,NaN,NaN,2.0325,1027.1698,NaN,35.2221,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,35.5,10.6813,NaN,NaN,2.0642,1027.1678,NaN,35.2224,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,35,10.6813,NaN,NaN,2.0158,1027.1655,NaN,35.2224,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,34.5,10.6815,NaN,NaN,2.0327,1027.1631,NaN,35.2223,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,34,10.6813,NaN,NaN,2.0416,1027.1609,NaN,35.2224,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,33.5,10.6811,NaN,NaN,2.0386,1027.1588,NaN,35.2226,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,33,10.681,NaN,NaN,2.0464,1027.1565,NaN,35.2225,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,32.5,10.6811,NaN,NaN,2.0531,1027.154,NaN,35.2222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,32,10.6808,NaN,NaN,2.0372,1027.1518,NaN,35.2222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,31.5,10.6806,NaN,NaN,2.0808,1027.1499,NaN,35.2226,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,31,10.6811,NaN,NaN,2.0284,1027.1474,NaN,35.2225,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,30.5,10.6814,NaN,NaN,2.0498,1027.1451,NaN,35.2226,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,30,10.681,NaN,NaN,2.0225,1027.143,NaN,35.2226,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,29.5,10.6807,NaN,NaN,2.0152,1027.1405,NaN,35.2222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,29,10.6808,NaN,NaN,2.0303,1027.1381,NaN,35.2222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,28.5,10.6811,NaN,NaN,2.03,1027.1361,NaN,35.2225,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,28,10.6811,NaN,NaN,2.025,1027.1339,NaN,35.2227,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,27.5,10.681,NaN,NaN,2.0451,1027.1318,NaN,35.2229,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,27,10.681,NaN,NaN,2.0464,1027.1296,NaN,35.2229,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,26.5,10.6812,NaN,NaN,2.0353,1027.1271,NaN,35.2227,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,26,10.6807,NaN,NaN,2.0033,1027.125,NaN,35.2228,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,25.5,10.6802,NaN,NaN,2.0793,1027.1228,NaN,35.2228,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,25,10.6798,NaN,NaN,2.1115,1027.1201,NaN,35.2222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,24.5,10.6795,NaN,NaN,2.1179,1027.1175,NaN,35.2218,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,24,10.6795,NaN,NaN,2.028,1027.1158,NaN,35.2224,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,23.5,10.6792,NaN,NaN,2.0262,1027.1133,NaN,35.2221,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,23,10.6791,NaN,NaN,2.0461,1027.1108,NaN,35.2217,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,22.5,10.6786,NaN,NaN,2.0259,1027.1085,NaN,35.2216,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,22,10.6784,NaN,NaN,2.0494,1027.1063,NaN,35.2217,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,21.5,10.6781,NaN,NaN,2.0181,1027.1043,NaN,35.2219,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,21,10.678,NaN,NaN,2.055,1027.1019,NaN,35.2218,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,20.5,10.6783,NaN,NaN,2.0224,1027.0992,NaN,35.2213,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,20,10.6782,NaN,NaN,2.0819,1027.097,NaN,35.2213,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,19.5,10.6776,NaN,NaN,2.0222,1027.0951,NaN,35.2217,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,19,10.678,NaN,NaN,2.0597,1027.0928,NaN,35.2217,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,18.5,10.6785,NaN,NaN,2.0337,1027.0905,NaN,35.2218,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,18,10.6786,NaN,NaN,2.009,1027.0888,NaN,35.2226,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,17.5,10.6787,NaN,NaN,2.0738,1027.0866,NaN,35.2227,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,17,10.6787,NaN,NaN,2.0323,1027.0842,NaN,35.2226,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,16.5,10.6784,NaN,NaN,2.0191,1027.082,NaN,35.2225,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,16,10.6781,NaN,NaN,2.0685,1027.0793,NaN,35.222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,15.5,10.6783,NaN,NaN,2.044,1027.077,NaN,35.2219,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,15,10.6781,NaN,NaN,2.01,1027.0748,NaN,35.222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,14.5,10.6782,NaN,NaN,2.0563,1027.0726,NaN,35.2221,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,14,10.6781,NaN,NaN,2.0228,1027.0702,NaN,35.222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,13.5,10.6783,NaN,NaN,2.0296,1027.0678,NaN,35.2219,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,13,10.6781,NaN,NaN,2.0135,1027.0658,NaN,35.2221,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,12.5,10.6783,NaN,NaN,2.0517,1027.0633,NaN,35.2219,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,12,10.6784,NaN,NaN,2.0439,1027.0605,NaN,35.2212,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,11.5,10.6784,NaN,NaN,2.0307,1027.0592,NaN,35.2225,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,11,10.6783,NaN,NaN,2.0437,1027.0568,NaN,35.2223,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,10.5,10.6782,NaN,NaN,2.032,1027.0544,NaN,35.2222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,10,10.6782,NaN,NaN,1.9988,1027.052,NaN,35.222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,9.5,10.6779,NaN,NaN,2.0156,1027.0498,NaN,35.222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,9,10.6775,NaN,NaN,2.0214,1027.0476,NaN,35.222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,8.5,10.6773,NaN,NaN,2.0118,1027.0453,NaN,35.222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,8,10.6775,NaN,NaN,2.045,1027.0428,NaN,35.2217,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,7.5,10.6775,NaN,NaN,2.0389,1027.0406,NaN,35.2218,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,7,10.6773,NaN,NaN,2.0158,1027.0387,NaN,35.2221,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,6.5,10.6767,NaN,NaN,2.0045,1027.0365,NaN,35.2221,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,6,10.6763,NaN,NaN,2.0294,1027.0343,NaN,35.2221,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,5.5,10.6765,NaN,NaN,2.0368,1027.0319,NaN,35.222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,5,10.6763,NaN,NaN,2.0444,1027.0298,NaN,35.2222,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,4.5,10.6757,NaN,NaN,2.0857,1027.0277,NaN,35.2224,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,4,10.6755,NaN,NaN,2.0403,1027.0256,NaN,35.2226,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,3.5,10.6758,NaN,NaN,2.0624,1027.0233,NaN,35.2225,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,3,10.6765,NaN,NaN,2.0354,1027.018,NaN,35.2188,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,2.5,10.6765,NaN,NaN,2.0221,1027.0115,NaN,35.2133,NaN,
WCO,L4,c,2002-01-07T12:00:00.000,50.25174,-4.22056,2,10.6762,NaN,NaN,2.3529,1027.0155,NaN,35.2213,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,49.5,10.615,NaN,NaN,2.0346,1027.2744,NaN,35.2622,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,49,10.6152,NaN,NaN,2.0563,1027.272,NaN,35.2622,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,48.5,10.6153,NaN,NaN,2.0432,1027.2698,NaN,35.2623,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,48,10.6151,NaN,NaN,2.0639,1027.2676,NaN,35.2623,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,47.5,10.6148,NaN,NaN,2.1181,1027.2655,NaN,35.2625,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,47,10.615,NaN,NaN,2.0915,1027.263,NaN,35.2622,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,46.5,10.6149,NaN,NaN,2.148,1027.2606,NaN,35.2621,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,46,10.6148,NaN,NaN,2.1272,1027.2586,NaN,35.2624,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,45.5,10.6149,NaN,NaN,2.1126,1027.2562,NaN,35.2623,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,45,10.6147,NaN,NaN,2.0984,1027.2539,NaN,35.2622,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,44.5,10.6145,NaN,NaN,2.0716,1027.2517,NaN,35.2622,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,44,10.6143,NaN,NaN,2.1048,1027.2495,NaN,35.2623,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,43.5,10.614,NaN,NaN,2.0852,1027.2473,NaN,35.2623,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,43,10.6139,NaN,NaN,2.1157,1027.2451,NaN,35.2623,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,42.5,10.6138,NaN,NaN,2.1318,1027.2427,NaN,35.2622,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,42,10.6138,NaN,NaN,2.1369,1027.2404,NaN,35.2621,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,41.5,10.614,NaN,NaN,2.105,1027.238,NaN,35.2621,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,41,10.6138,NaN,NaN,2.1257,1027.2358,NaN,35.262,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,40.5,10.6137,NaN,NaN,2.0669,1027.2336,NaN,35.2622,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,40,10.6138,NaN,NaN,2.0495,1027.2313,NaN,35.2621,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,39.5,10.6136,NaN,NaN,2.0891,1027.2291,NaN,35.2622,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,39,10.6135,NaN,NaN,2.0996,1027.2269,NaN,35.2623,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,38.5,10.6136,NaN,NaN,2.0771,1027.2246,NaN,35.2623,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,38,10.6136,NaN,NaN,2.0573,1027.2223,NaN,35.2623,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,37.5,10.6135,NaN,NaN,2.0535,1027.2199,NaN,35.262,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,37,10.6132,NaN,NaN,2.036,1027.2179,NaN,35.2624,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,36.5,10.6131,NaN,NaN,2.0534,1027.2154,NaN,35.262,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,36,10.6129,NaN,NaN,2.0803,1027.2131,NaN,35.2619,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,35.5,10.6125,NaN,NaN,2.064,1027.211,NaN,35.262,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,35,10.6124,NaN,NaN,2.0784,1027.2085,NaN,35.2618,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,34.5,10.6122,NaN,NaN,2.082,1027.2061,NaN,35.2616,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,34,10.6115,NaN,NaN,2.0723,1027.2042,NaN,35.2618,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,33.5,10.611,NaN,NaN,2.0973,1027.202,NaN,35.2618,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,33,10.6101,NaN,NaN,2.0813,1027.1996,NaN,35.2615,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,32.5,10.6096,NaN,NaN,2.0527,1027.1971,NaN,35.2612,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,32,10.6096,NaN,NaN,2.0643,1027.1951,NaN,35.2614,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,31.5,10.6104,NaN,NaN,2.1233,1027.1928,NaN,35.2616,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,31,10.6117,NaN,NaN,2.0981,1027.1905,NaN,35.2618,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,30.5,10.6113,NaN,NaN,2.086,1027.1882,NaN,35.2617,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,30,10.6109,NaN,NaN,2.0609,1027.186,NaN,35.2617,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,29.5,10.6107,NaN,NaN,2.0764,1027.1838,NaN,35.2617,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,29,10.6104,NaN,NaN,2.0688,1027.1815,NaN,35.2617,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,28.5,10.6101,NaN,NaN,2.0802,1027.1793,NaN,35.2617,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,28,10.6101,NaN,NaN,2.0944,1027.1771,NaN,35.2618,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,27.5,10.6101,NaN,NaN,2.174,1027.1747,NaN,35.2616,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,27,10.6096,NaN,NaN,2.1034,1027.1725,NaN,35.2616,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,26.5,10.6089,NaN,NaN,2.0873,1027.1703,NaN,35.2616,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,26,10.6085,NaN,NaN,2.1331,1027.1679,NaN,35.2613,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,25.5,10.6085,NaN,NaN,2.0659,1027.1658,NaN,35.2615,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,25,10.6084,NaN,NaN,2.0842,1027.1635,NaN,35.2615,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,24.5,10.6085,NaN,NaN,2.0954,1027.1612,NaN,35.2614,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,24,10.6079,NaN,NaN,2.3144,1027.1591,NaN,35.2615,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,23.5,10.6079,NaN,NaN,2.1444,1027.1568,NaN,35.2616,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,23,10.6081,NaN,NaN,2.1781,1027.1543,NaN,35.2613,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,22.5,10.608,NaN,NaN,2.1055,1027.152,NaN,35.2612,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,22,10.6081,NaN,NaN,2.0894,1027.1497,NaN,35.2612,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,21.5,10.608,NaN,NaN,2.1436,1027.1475,NaN,35.2613,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,21,10.6081,NaN,NaN,2.1393,1027.1452,NaN,35.2612,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,20.5,10.6079,NaN,NaN,2.1215,1027.1429,NaN,35.2612,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,20,10.6078,NaN,NaN,2.1273,1027.1407,NaN,35.2613,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,19.5,10.6078,NaN,NaN,2.2096,1027.1385,NaN,35.2614,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,19,10.6076,NaN,NaN,2.1593,1027.1364,NaN,35.2615,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,18.5,10.6077,NaN,NaN,2.2154,1027.1339,NaN,35.2613,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,18,10.6078,NaN,NaN,2.2511,1027.1318,NaN,35.2615,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,17.5,10.6081,NaN,NaN,2.1726,1027.1292,NaN,35.2612,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,17,10.6081,NaN,NaN,2.1905,1027.1269,NaN,35.2611,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,16.5,10.608,NaN,NaN,2.1246,1027.1247,NaN,35.2612,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,16,10.608,NaN,NaN,2.1453,1027.1225,NaN,35.2613,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,15.5,10.6076,NaN,NaN,2.1426,1027.1204,NaN,35.2614,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,15,10.6076,NaN,NaN,2.1022,1027.1181,NaN,35.2614,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,14.5,10.6076,NaN,NaN,2.117,1027.1157,NaN,35.2613,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,14,10.6074,NaN,NaN,2.1737,1027.1136,NaN,35.2614,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,13.5,10.6074,NaN,NaN,2.1251,1027.1111,NaN,35.2612,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,13,10.6071,NaN,NaN,2.1054,1027.1093,NaN,35.2616,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,12.5,10.6074,NaN,NaN,2.0939,1027.1067,NaN,35.2614,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,12,10.6074,NaN,NaN,2.1119,1027.1046,NaN,35.2615,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,11.5,10.6077,NaN,NaN,2.0921,1027.1022,NaN,35.2614,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,11,10.6079,NaN,NaN,2.1554,1027.1002,NaN,35.2618,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,10.5,10.609,NaN,NaN,2.2553,1027.0978,NaN,35.262,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,10,10.6089,NaN,NaN,2.1396,1027.0957,NaN,35.2621,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,9.5,10.6088,NaN,NaN,2.1123,1027.0933,NaN,35.262,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,9,10.609,NaN,NaN,2.1288,1027.0911,NaN,35.2621,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,8.5,10.6092,NaN,NaN,2.1917,1027.0888,NaN,35.2622,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,8,10.6093,NaN,NaN,2.2048,1027.0863,NaN,35.2619,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,7.5,10.6095,NaN,NaN,2.2034,1027.084,NaN,35.2618,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,7,10.6096,NaN,NaN,2.1767,1027.0817,NaN,35.2619,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,6.5,10.6097,NaN,NaN,2.1711,1027.0793,NaN,35.2617,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,6,10.6095,NaN,NaN,2.2941,1027.0771,NaN,35.2617,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,5.5,10.6093,NaN,NaN,2.2555,1027.0749,NaN,35.2618,NaN,
WCO,L4,c,2002-01-14T12:00:00.000,50.25174,-4.22056,5,10.6092,NaN,NaN,2.2254,1027.0728,NaN,35.2621,NaN,
